dataset_id,path,label,sha256,group_id
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_001.jpg,bacterial_spot,e57cb5ba23d0b736befbb0788b6169121432b5aada50dd75eec726791810d750,e57cb5ba23d0b736befbb0788b6169121432b5aada50dd75eec726791810d750
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_003.jpg,bacterial_spot,ea78a466fd89387c88e0f2249d7ef59052ca81f2f9a02fb5cd63f39f1bbd2848,ea78a466fd89387c88e0f2249d7ef59052ca81f2f9a02fb5cd63f39f1bbd2848
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_004.png,bacterial_spot,1bbfe6e586ba33189ec40f8a7338a2e07cfab3454b818bf76c29fd20ffc74abf,1bbfe6e586ba33189ec40f8a7338a2e07cfab3454b818bf76c29fd20ffc74abf
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_005.jpg,bacterial_spot,bf0439433cd08d85a119c770c62812a012be26a802cebba6da5f376bd9b2fe77,bf0439433cd08d85a119c770c62812a012be26a802cebba6da5f376bd9b2fe77
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_006.png,bacterial_spot,43e2945486983ed9eb01204e1fb721112a48b45bc83720e0eb8f72c60da101fc,43e2945486983ed9eb01204e1fb721112a48b45bc83720e0eb8f72c60da101fc
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_007.png,bacterial_spot,209a41172611fc43922340e71e8c5eb8bf2695a94342d66a678ec4553ec265a7,209a41172611fc43922340e71e8c5eb8bf2695a94342d66a678ec4553ec265a7
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_011.png,bacterial_spot,5247dee62d88f0401dd4d66f05a827750494a28fece7657447dd779c98007169,5247dee62d88f0401dd4d66f05a827750494a28fece7657447dd779c98007169
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_014.png,bacterial_spot,3fe16508049104c4b96a89a2371948beafc389eb8d3405c564ed45d21d44786e,3fe16508049104c4b96a89a2371948beafc389eb8d3405c564ed45d21d44786e
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_015.png,bacterial_spot,781b085162670ef5263a93d1dfab43121d257bd1063bb30f47b13e692889f332,781b085162670ef5263a93d1dfab43121d257bd1063bb30f47b13e692889f332
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_017.jpg,bacterial_spot,6197ddeff3ec15d5192287da948abf1141e6fd7a942e9ed8bf55b2b23650f01f,6197ddeff3ec15d5192287da948abf1141e6fd7a942e9ed8bf55b2b23650f01f
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_018.png,bacterial_spot,8db0d0494e4c8203fcbd3b3b5ff1ed3bb9cec896a3e293a029c0671a9ec8edb6,8db0d0494e4c8203fcbd3b3b5ff1ed3bb9cec896a3e293a029c0671a9ec8edb6
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_019.png,bacterial_spot,52e21965a5cc18274ff14214672ea8af401fa12cf5136d5cb7e70133e32ac527,52e21965a5cc18274ff14214672ea8af401fa12cf5136d5cb7e70133e32ac527
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_022.png,bacterial_spot,6292f43c53d4d58ae9aefe551ba539577c73af3eba39c82c23403ab3452b6f14,6292f43c53d4d58ae9aefe551ba539577c73af3eba39c82c23403ab3452b6f14
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_023.png,bacterial_spot,30d21455e253548e82ce7a180f9617fcac4740dad576058fc5363509b21ae33d,30d21455e253548e82ce7a180f9617fcac4740dad576058fc5363509b21ae33d
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_025.png,bacterial_spot,9a475f03f22970192ffe73681a199168b4e30d0fdf8c021a2c9b5e38416beda4,9a475f03f22970192ffe73681a199168b4e30d0fdf8c021a2c9b5e38416beda4
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_027.png,bacterial_spot,16e32ad53feb5d57d1e20842151fb655bea38a10e0632d678f0be230189194b6,16e32ad53feb5d57d1e20842151fb655bea38a10e0632d678f0be230189194b6
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_030.png,bacterial_spot,48628f616eb7ce236b100fc9a4f829d495be32c6bfacb1d35482f1ffd0623c8e,48628f616eb7ce236b100fc9a4f829d495be32c6bfacb1d35482f1ffd0623c8e
B,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_B_field8814/Chilli Leaf Disease Image Dataset for Classificati/Bacterial_Spot/Bacterial_Spot/Bacterial_Spot_031.png,bacterial_spot,7acf50a958472ea4bde502113804046a8dde053ce9f9f2bd8c83acbe75a78de9,7acf50a958472ea4bde502113804046a8dde053ce9f9f2bd8c83acbe75a78de9
