dataset_id,path,label,sha256,group_id
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3574.JPG,cercospora_leaf_spot,e738c4548095ab4362da9fb94c280064eea722900d9937aff3b1c36b6e0976fc,e738c4548095ab4362da9fb94c280064eea722900d9937aff3b1c36b6e0976fc
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3575.JPG,cercospora_leaf_spot,ec8701bca5446a4711439a55b459fd8216614656314887548ffb53af0e0ff726,ec8701bca5446a4711439a55b459fd8216614656314887548ffb53af0e0ff726
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3576.JPG,cercospora_leaf_spot,352328dec298e0e36ef3b46e03ee67a1c89a15f5f2678ee26c6b47243d080f38,352328dec298e0e36ef3b46e03ee67a1c89a15f5f2678ee26c6b47243d080f38
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3579.JPG,cercospora_leaf_spot,d4bbb77c4644701a03de34778e66428fbbfd2430811fea134a3bda04ec7a12b3,d4bbb77c4644701a03de34778e66428fbbfd2430811fea134a3bda04ec7a12b3
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3581.JPG,cercospora_leaf_spot,2a768acef5abe7c24fbd16403ad02c9e89e20fde438e2b2837b5b2574f2d5ccc,2a768acef5abe7c24fbd16403ad02c9e89e20fde438e2b2837b5b2574f2d5ccc
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3582.JPG,cercospora_leaf_spot,6c7e6d1042c55b097c730403ddfe433394213a2c307480de9afd7ca804a4e76b,6c7e6d1042c55b097c730403ddfe433394213a2c307480de9afd7ca804a4e76b
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3583.JPG,cercospora_leaf_spot,e009fede3fdebe44240343cca52d82ca3906dbe5a7c965f49c800adc8f534fee,e009fede3fdebe44240343cca52d82ca3906dbe5a7c965f49c800adc8f534fee
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3587.JPG,cercospora_leaf_spot,afc63fa3d986df550cba47f840e52ffc22793c53b78cb1fe24d7406dfa0c5fc3,afc63fa3d986df550cba47f840e52ffc22793c53b78cb1fe24d7406dfa0c5fc3
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3589.JPG,cercospora_leaf_spot,66242ed4299cf909f14e6a5d65d68d116af9c590697f9e181e608a7f7ce6e537,66242ed4299cf909f14e6a5d65d68d116af9c590697f9e181e608a7f7ce6e537
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3590.JPG,cercospora_leaf_spot,5a51ae9c981a4a3b0ee90d309699caf3ccc45f696023d0789c48cc07b50150ab,5a51ae9c981a4a3b0ee90d309699caf3ccc45f696023d0789c48cc07b50150ab
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3591.JPG,cercospora_leaf_spot,58f24fdad59e783468d385628248398b6915e92f0f8f938c74cc0aba574586f9,58f24fdad59e783468d385628248398b6915e92f0f8f938c74cc0aba574586f9
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3593.JPG,cercospora_leaf_spot,0025894bbab08a2a6eeeac18a6b6ba18b926338b74e56a3de73172f0c81c1b0d,0025894bbab08a2a6eeeac18a6b6ba18b926338b74e56a3de73172f0c81c1b0d
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3605.JPG,cercospora_leaf_spot,8df756deb37153740252c4cde4799bcd135c794ef5c6d1e64ae4c3eed8827e9a,8df756deb37153740252c4cde4799bcd135c794ef5c6d1e64ae4c3eed8827e9a
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3842.JPG,cercospora_leaf_spot,29f333dd7fc2136d83044858fa66783e96a9f26e38afdb61b722c653a54a42fd,29f333dd7fc2136d83044858fa66783e96a9f26e38afdb61b722c653a54a42fd
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3920.JPG,cercospora_leaf_spot,291b32855177d29a6fed834709efaff06651ec3c5b494dc14a72326d41dc3f82,291b32855177d29a6fed834709efaff06651ec3c5b494dc14a72326d41dc3f82
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3922.JPG,cercospora_leaf_spot,0e1dc3b05ec75549b8d8fdb2e0a873cdccaafdf9912ab4c0dd95ec5bf4fb0611,0e1dc3b05ec75549b8d8fdb2e0a873cdccaafdf9912ab4c0dd95ec5bf4fb0611
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3923.JPG,cercospora_leaf_spot,40103ece31978b217dff45b523d5f7524e96cfbaf27ada50c4ae81168d2b6725,40103ece31978b217dff45b523d5f7524e96cfbaf27ada50c4ae81168d2b6725
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3925.JPG,cercospora_leaf_spot,f1f911f3e00861d8322680ea71d13374604dda5f4102c63afc7b4203d1df3a62,f1f911f3e00861d8322680ea71d13374604dda5f4102c63afc7b4203d1df3a62
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3926.JPG,cercospora_leaf_spot,5c6027b1f24dec66ef4dfb861837df91aaaacc3fc67c7e12f012a6a73d4b0519,5c6027b1f24dec66ef4dfb861837df91aaaacc3fc67c7e12f012a6a73d4b0519
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3927.JPG,cercospora_leaf_spot,b452c6db633d297eb42500e6abc8c996689f8ebeebd38451715aa5bef6214d69,b452c6db633d297eb42500e6abc8c996689f8ebeebd38451715aa5bef6214d69
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3928.JPG,cercospora_leaf_spot,2adb7865641fdf27204d0f215676f9b7d2576de44443a4b09eadaf2fd2f4dbc7,2adb7865641fdf27204d0f215676f9b7d2576de44443a4b09eadaf2fd2f4dbc7
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3929.JPG,cercospora_leaf_spot,e9f553299f048f8e4583aa0397c8780c3ef94da6a416d67ae0345e461f487f8a,e9f553299f048f8e4583aa0397c8780c3ef94da6a416d67ae0345e461f487f8a
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3930.JPG,cercospora_leaf_spot,1f09206b05b936be83bc2f798a481bba80c251c2cd17aa1a39efc1c88950d5e5,1f09206b05b936be83bc2f798a481bba80c251c2cd17aa1a39efc1c88950d5e5
C,/home/bt/Documents/BT/Chilli_CrossDataset/data/raw/dataset_C_cold_india/chilli dataset/resized_raw images/resized_raw images/cerocospora/IMG_3931.JPG,cercospora_leaf_spot,ae0e5b21f08ee1f991f698bae05434a7969e5e41b70c4ae8ae4b3cf4659f32c4,ae0e5b21f08ee1f991f698bae05434a7969e5e41b70c4ae8ae4b3cf4659f32c4
